"Info.1","Determination.start","Ammonium Concentration","Ammonium DL","Ammonium STD","Calcium Concentration","Calcium DL","Calcium STD","Lithium Concentration","Lithium DL","Lithium STD","Magnesium Concentration","Magnesium DL","Magnesium STD","Potassium Concentration","Potassium DL","Potassium STD","Sodium Concentration","Sodium DL","Sodium STD"
"11","2025-08-04 22:46:34 UTC-6",0.014,0.000442104776193808,5e-04,4.613,1.02822580409513e-15,0.0679999999999998,NA,0.00159882545726873,NA,1.392,0.00276914727124409,0.0225,2.228,0.00706886557641286,0.0135,4.231,0.00347603820907869,0.0205
"12","2025-08-04 23:08:02 UTC-6",NA,0.000442104776193808,5e-04,8.003,1.02822580409513e-15,0.0679999999999998,NA,0.00159882545726873,NA,2.694,0.00276914727124409,0.0225,1.955,0.00706886557641286,0.0135,4.506,0.00347603820907869,0.0205
"13","2025-08-04 23:29:30 UTC-6",NA,0.000442104776193808,5e-04,6.165,1.02822580409513e-15,0.0679999999999998,NA,0.00159882545726873,NA,2.02,0.00276914727124409,0.0225,1.785,0.00706886557641286,0.0135,3.7,0.00347603820907869,0.0205
"14","2025-08-04 23:50:58 UTC-6",0.007,0.000442104776193808,5e-04,9.58,1.02822580409513e-15,0.0679999999999998,NA,0.00159882545726873,NA,3.306,0.00276914727124409,0.0225,2.046,0.00706886557641286,0.0135,4.369,0.00347603820907869,0.0205
"15","2025-08-05 00:12:26 UTC-6",0.006,0.000442104776193808,5e-04,8.402,1.02822580409513e-15,0.0679999999999998,0.003,0.00159882545726873,NA,2.819,0.00276914727124409,0.0225,2.01,0.00706886557641286,0.0135,3.663,0.00347603820907869,0.0205
"16","2025-08-05 00:33:56 UTC-6",0.002,0.000442104776193808,5e-04,6.422,1.02822580409513e-15,0.0679999999999998,0,0.00159882545726873,NA,2.516,0.00276914727124409,0.0225,1.821,0.00706886557641286,0.0135,3.012,0.00347603820907869,0.0205
"17","2025-08-05 00:55:25 UTC-6",0.006,0.000442104776193808,5e-04,13.622,1.02822580409513e-15,0.0679999999999998,0,0.00159882545726873,NA,4.785,0.00276914727124409,0.0225,2.244,0.00706886557641286,0.0135,6.581,0.00347603820907869,0.0205
"19","2025-08-05 01:16:54 UTC-6",NA,0.000442104776193808,5e-04,7.134,1.02822580409513e-15,0.0679999999999998,NA,0.00159882545726873,NA,2.27,0.00276914727124409,0.0225,2.164,0.00706886557641286,0.0135,5.413,0.00347603820907869,0.0205
"20","2025-08-05 01:38:22 UTC-6",NA,0.000442104776193808,5e-04,8.189,1.02822580409513e-15,0.0679999999999998,0.001,0.00159882545726873,NA,2.626,0.00276914727124409,0.0225,1.88,0.00706886557641286,0.0135,4.347,0.00347603820907869,0.0205
"21","2025-08-05 01:59:50 UTC-6",NA,0.000442104776193808,5e-04,9.944,1.02822580409513e-15,0.0679999999999998,0.001,0.00159882545726873,NA,3.3,0.00276914727124409,0.0225,1.915,0.00706886557641286,0.0135,4.618,0.00347603820907869,0.0205
"21","2025-08-05 02:21:19 UTC-6",NA,0.000442104776193808,5e-04,9.891,1.02822580409513e-15,0.0679999999999998,NA,0.00159882545726873,NA,3.222,0.00276914727124409,0.0225,1.897,0.00706886557641286,0.0135,4.58,0.00347603820907869,0.0205
"22","2025-08-05 03:04:11 UTC-6",0.012,0.000442104776193808,5e-04,6.152,1.02822580409513e-15,0.0679999999999998,NA,0.00159882545726873,NA,1.961,0.00276914727124409,0.0225,1.49,0.00706886557641286,0.0135,3.169,0.00347603820907869,0.0205
"23","2025-08-05 03:25:38 UTC-6",0.011,0.000442104776193808,5e-04,6.565,1.02822580409513e-15,0.0679999999999998,NA,0.00159882545726873,NA,2.208,0.00276914727124409,0.0225,0.879,0.00706886557641286,0.0135,2.854,0.00347603820907869,0.0205
"24","2025-08-05 03:47:05 UTC-6",NA,0.000442104776193808,5e-04,6.308,1.02822580409513e-15,0.0679999999999998,NA,0.00159882545726873,NA,2.273,0.00276914727124409,0.0225,0.932,0.00706886557641286,0.0135,2.573,0.00347603820907869,0.0205
"25","2025-08-05 04:08:31 UTC-6",0.011,0.000442104776193808,5e-04,7.779,1.02822580409513e-15,0.0679999999999998,NA,0.00159882545726873,NA,2.522,0.00276914727124409,0.0225,1.375,0.00706886557641286,0.0135,3.649,0.00347603820907869,0.0205
"27","2025-08-05 04:29:57 UTC-6",NA,0.000442104776193808,5e-04,8.139,1.02822580409513e-15,0.0679999999999998,NA,0.00159882545726873,NA,2.801,0.00276914727124409,0.0225,1.563,0.00706886557641286,0.0135,3.402,0.00347603820907869,0.0205
"28","2025-08-05 04:51:23 UTC-6",NA,0.000442104776193808,5e-04,8.628,1.02822580409513e-15,0.0679999999999998,NA,0.00159882545726873,NA,2.89,0.00276914727124409,0.0225,1.805,0.00706886557641286,0.0135,4.363,0.00347603820907869,0.0205
"29","2025-08-05 05:12:48 UTC-6",0.042,0.000442104776193808,5e-04,8.199,1.02822580409513e-15,0.0679999999999998,NA,0.00159882545726873,NA,2.629,0.00276914727124409,0.0225,2.514,0.00706886557641286,0.0135,4.575,0.00347603820907869,0.0205
"30","2025-08-05 05:34:14 UTC-6",NA,0.000442104776193808,5e-04,10.738,1.02822580409513e-15,0.0679999999999998,0.004,0.00159882545726873,NA,3.812,0.00276914727124409,0.0225,2.159,0.00706886557641286,0.0135,4.389,0.00347603820907869,0.0205
"32","2025-08-05 05:55:39 UTC-6",NA,0.000442104776193808,5e-04,15.902,1.02822580409513e-15,0.0679999999999998,0.006,0.00159882545726873,NA,7.25,0.00276914727124409,0.0225,2.571,0.00706886557641286,0.0135,8.087,0.00347603820907869,0.0205
"33","2025-08-05 06:17:04 UTC-6",NA,0.000442104776193808,5e-04,9.912,1.02822580409513e-15,0.0679999999999998,NA,0.00159882545726873,NA,3.536,0.00276914727124409,0.0225,2.419,0.00706886557641286,0.0135,6.032,0.00347603820907869,0.0205
"33","2025-08-05 06:38:28 UTC-6",NA,0.000442104776193808,5e-04,10.021,1.02822580409513e-15,0.0679999999999998,NA,0.00159882545726873,NA,3.528,0.00276914727124409,0.0225,2.398,0.00706886557641286,0.0135,6.009,0.00347603820907869,0.0205
"34","2025-08-05 07:21:18 UTC-6",0.016,0.000442104776193808,5e-04,8.695,1.02822580409513e-15,0.0679999999999998,0.001,0.00159882545726873,NA,3.044,0.00276914727124409,0.0225,2.175,0.00706886557641286,0.0135,3.834,0.00347603820907869,0.0205
"35","2025-08-05 07:42:41 UTC-6",NA,0.000442104776193808,5e-04,6.391,1.02822580409513e-15,0.0679999999999998,0.001,0.00159882545726873,NA,2.235,0.00276914727124409,0.0225,1.363,0.00706886557641286,0.0135,2.684,0.00347603820907869,0.0205
"36","2025-08-05 08:04:05 UTC-6",NA,0.000442104776193808,5e-04,11.354,1.02822580409513e-15,0.0679999999999998,0.003,0.00159882545726873,NA,4.409,0.00276914727124409,0.0225,1.223,0.00706886557641286,0.0135,3.538,0.00347603820907869,0.0205
"37","2025-08-05 08:25:28 UTC-6",0.012,0.000442104776193808,5e-04,11.108,1.02822580409513e-15,0.0679999999999998,0.017,0.00159882545726873,NA,3.232,0.00276914727124409,0.0225,3.083,0.00706886557641286,0.0135,6.054,0.00347603820907869,0.0205
"38","2025-08-05 08:46:51 UTC-6",NA,0.000442104776193808,5e-04,9.125,1.02822580409513e-15,0.0679999999999998,0.005,0.00159882545726873,NA,3.128,0.00276914727124409,0.0225,2.504,0.00706886557641286,0.0135,4.46,0.00347603820907869,0.0205
"39","2025-08-05 09:08:14 UTC-6",NA,0.000442104776193808,5e-04,6.875,1.02822580409513e-15,0.0679999999999998,NA,0.00159882545726873,NA,0.116,0.00276914727124409,0.0225,1.034,0.00706886557641286,0.0135,26.443,0.00347603820907869,0.0205
"40","2025-08-05 09:29:36 UTC-6",NA,0.000442104776193808,5e-04,14.096,1.02822580409513e-15,0.0679999999999998,0.003,0.00159882545726873,NA,5.013,0.00276914727124409,0.0225,2.357,0.00706886557641286,0.0135,5.658,0.00347603820907869,0.0205
"41","2025-08-05 09:50:58 UTC-6",NA,0.000442104776193808,5e-04,13.343,1.02822580409513e-15,0.0679999999999998,0.003,0.00159882545726873,NA,4.45,0.00276914727124409,0.0225,3.134,0.00706886557641286,0.0135,5.726,0.00347603820907869,0.0205
"42","2025-08-05 10:12:19 UTC-6",0.015,0.000442104776193808,5e-04,8.448,1.02822580409513e-15,0.0679999999999998,NA,0.00159882545726873,NA,2.823,0.00276914727124409,0.0225,1.965,0.00706886557641286,0.0135,4.792,0.00347603820907869,0.0205
"42","2025-08-05 10:33:41 UTC-6",0.016,0.000442104776193808,5e-04,8.508,1.02822580409513e-15,0.0679999999999998,0.001,0.00159882545726873,NA,2.823,0.00276914727124409,0.0225,1.968,0.00706886557641286,0.0135,4.771,0.00347603820907869,0.0205
